PC1,PC2,PC3,sample_id,group
0.45296958165250706,-0.6107560397322793,0.47411764161421976,sample_0,Control
-0.9066041951831005,-1.0535556476594454,0.5231986156514206,sample_1,Control
1.4743292176724219,-0.41896219172590776,-0.10826581958469096,sample_2,Control
0.8176060696397677,-1.1289197062258947,0.41455303683692785,sample_3,Control
0.5768004713070625,-0.5025847482578113,0.07712361400527674,sample_4,Control
0.5261909789698792,-2.566498234668279,0.5047958272132759,sample_5,Control
-1.0239191255903546,0.35621402946067415,-0.17479944173019657,sample_6,Control
-0.2986712365024686,-0.48561482720437577,0.3565070126135816,sample_7,Control
1.070329982682363,1.5650437573150524,-0.6828783015856444,sample_8,Control
0.5540194791547899,-0.5555412096170742,-0.7567035515024315,sample_9,Control
-0.39639153239414715,0.6799834494250957,1.339859228377172,sample_10,Control
-0.7012924788745364,-0.2285063445990056,-0.04986727854216992,sample_11,Control
1.5756381152395138,-0.6311906032385683,-1.7415233384867024,sample_12,Control
-0.29019899007736616,-2.052154665018351,-0.34701095307279817,sample_13,Control
1.2505168044892978,-0.8385240354333595,0.21515201361990527,sample_14,Control
-0.7300408399763879,-0.4343652254406378,1.4968507583816957,sample_15,Control
1.5429112134679779,2.6006350306224486,-0.6315989567189998,sample_16,Control
-2.142716943900122,0.22177900983445337,0.780862770279874,sample_17,Control
-0.05629456315164778,0.8126073671877022,-0.45227436011738076,sample_18,Control
0.4268494592035046,-0.9131610581985072,0.7000575348700742,sample_19,Control
-1.1049657980706893,-0.8006737201649771,-0.465950621561978,sample_20,Control
1.0675888595775822,-0.9899455113283823,0.5888949885563978,sample_21,Control
0.13198736291013913,1.6345191343043342,-0.8584189855180954,sample_22,Control
1.0942792641366996,1.1336254966329848,-1.8903882186455219,sample_23,Control
0.301941141534226,-0.11663143688946366,1.666990919706718,sample_24,Control
0.2553714642451931,0.738703611827579,-0.5412108796896664,sample_25,Control
2.2581657094028795,-0.06441066558414138,-1.3929666122158737,sample_26,Control
1.2792550675708498,-0.3105531265973616,0.7690618896895404,sample_27,Control
0.5694381228570345,-1.2091609424075163,0.6228089035510876,sample_28,Control
0.023814672128116464,-1.0749766430865164,0.7531066925189182,sample_29,Control
-0.7395464880340523,0.9644484484581868,0.49548597276962114,sample_30,Control
0.45997733792414197,0.9799298262262349,-0.7170263008401242,sample_31,Control
0.659032305796905,1.2377655578015037,1.8458765727573614,sample_32,Control
-1.160540232621737,-0.8460904211132102,-0.47602913297970584,sample_33,Control
0.900425147845383,-0.8771556469151409,1.407762911020126,sample_34,Control
0.39622406605260396,0.18428705445393295,0.6339186769091346,sample_35,Control
0.014266265144524108,-0.606463629553739,-0.24922910143458843,sample_36,Control
0.19125278313108274,-1.1218324823044226,-1.4254017205186693,sample_37,Control
-0.3599899297558285,0.6854534716307344,-0.7392383389684856,sample_38,Control
0.4281733076683971,0.8285735623778802,1.6198237237475785,sample_39,Control
0.4337921518607932,-0.42463996712040386,2.3229267745825215,sample_40,Control
0.31802822924610363,0.6147364429229355,0.36649325633839047,sample_41,Control
-0.4922386044025251,-1.2845259912503408,-0.14097378586085194,sample_42,Control
-0.25435810023950095,0.2686509060162622,-0.505259965026991,sample_43,Control
1.6812370431438837,1.8647730368278803,-0.7722299555680221,sample_44,Control
0.04549129788656304,0.259353892809775,-0.37514912444308346,sample_45,Control
1.7020870223034856,0.8338494357422932,-0.561321360449475,sample_46,Control
-1.2042063205567266,-0.4665599115573038,-0.040595575036310554,sample_47,Control
2.081436599616757,-1.596368267014525,-1.463582803673788,sample_48,Control
-0.873868431112133,1.114573502720655,-0.5301128311168177,sample_49,Control
-2.4865570379210835,-2.3890523034320705,0.7910280524478233,sample_50,Case
-0.08688053895271983,-0.10970879104434365,-1.1141486535818468,sample_51,Case
0.089594302265309,-1.0497885449245743,-0.12465888788950864,sample_52,Case
-0.1156905849837736,1.263487071896634,-0.7711687840184837,sample_53,Case
-0.36149057001473317,-2.4928618187328877,0.2581164075871951,sample_54,Case
0.503110015443029,1.8094455954163104,-0.812357909458552,sample_55,Case
-0.8262934841591345,-0.10798485623355389,1.218596271986765,sample_56,Case
-0.9636792935159444,0.21315360935587177,-0.27506964682928603,sample_57,Case
-0.06338980141337526,-1.9120956766901809,0.20196260977458147,sample_58,Case
-0.6239447264149061,0.20584113676154253,0.4351779792104262,sample_59,Case
0.5486213197993356,-0.9112550926525447,-0.24566130991759333,sample_60,Case
-0.012204225784047056,-0.18263251449416856,2.4407187004686945,sample_61,Case
-0.5260828737644238,-0.6628993763887004,-0.21793501329399106,sample_62,Case
1.9005929220071853,1.1364477867527136,0.32348609900652137,sample_63,Case
-0.1250422611145302,1.1239768864288344,0.3065632546995799,sample_64,Case
1.2228052735360588,1.0073536650741395,0.1364258562339556,sample_65,Case
-0.058950004574329584,1.9207546616839826,-0.5228431819835703,sample_66,Case
0.17790471818442097,-0.336170903923744,-0.7737506822943708,sample_67,Case
-0.11760510204871874,-0.6750282011639549,0.6156744934246023,sample_68,Case
-0.2787227993456024,-0.18744607792375065,0.8111306172015468,sample_69,Case
-0.8707556951605808,0.6116283357832059,-1.2517175957169262,sample_70,Case
1.9354782441735696,0.7678068199828094,1.7524239553473975,sample_71,Case
0.5570824895057402,1.003863536433033,0.0731175212000022,sample_72,Case
-1.2942729285803212,-1.5045913686525867,0.22405871139249905,sample_73,Case
1.4393790630685497,-2.5142192336565605,-1.166102868785251,sample_74,Case
-0.3362485339702824,0.5442834089057277,-1.5188901911613808,sample_75,Case
-0.3377937083065465,0.4923946825333343,0.7192108130243453,sample_76,Case
0.08297798738641095,0.9090880484338951,1.951795031467389,sample_77,Case
-0.4740400411820123,2.077599325157587,0.9130332979408058,sample_78,Case
0.12168936794858262,0.007818657521610957,0.8600941775495056,sample_79,Case
0.7683740941615038,0.926379371612376,0.5927336480579954,sample_80,Case
-0.977781634024034,-0.31853158031703566,-0.008203598983265175,sample_81,Case
2.0231905898348304,-0.771962988784959,-0.2833949457635485,sample_82,Case
2.2949278456457507,0.12477090013923021,-1.6533955969377627,sample_83,Case
-0.8760962889766093,0.8310994221920129,1.5663229807488304,sample_84,Case
-1.2824511946529114,-0.33529695345270394,-0.33454240595288687,sample_85,Case
0.22770357872706895,-0.9842241280409846,-0.45768899702960814,sample_86,Case
-0.521666516573488,0.5479481585665796,0.9695528702152502,sample_87,Case
1.118725525712553,1.4651393038027887,-1.6986297317058614,sample_88,Case
1.3516261272088823,0.7489817387359283,-1.6201739994129956,sample_89,Case
0.5246288761409532,-0.8675999419471984,1.2216429805271156,sample_90,Case
-1.6306187514638435,0.08772765601787601,0.7461039313366614,sample_91,Case
0.2711591550477919,-0.15183026078071962,1.7244290909464963,sample_92,Case
0.3161738746740659,-0.04100163258873494,0.2656169445680466,sample_93,Case
1.131252534288319,0.1045363168528082,-0.6729830243811197,sample_94,Case
0.031206791325135996,-1.1961428405777808,0.7013607411134578,sample_95,Case
0.6631814442303687,-0.8334091840870597,-0.8386845279169489,sample_96,Case
0.4189896041665888,0.38395052836854404,-0.44064128964151533,sample_97,Case
0.7183786665291935,-0.6331723502468551,-0.3325779655393468,sample_98,Case
-0.011971650530241072,1.2665541185366627,-0.8107802371887154,sample_99,Case
